Day,Bar,H,M,S
12,2,5,0,21
12,2,5,1,11
12,2,5,2,1
12,2,3,55,59
12,2,3,56,49
12,2,3,57,39
12,2,3,58,29
12,2,3,59,19
12,2,4,45,59
12,2,4,46,49
12,2,4,47,39
12,2,4,48,29
12,2,4,49,19
12,2,4,50,9
12,2,5,35,59
12,2,5,36,49
12,2,5,37,39
12,2,5,38,29
12,2,5,39,19
12,2,5,40,9
12,2,6,25,59
12,2,6,26,49
12,2,6,27,39
12,2,6,28,29
12,2,6,29,19
12,2,6,30,9
12,2,7,15,59
12,2,7,16,49
12,2,7,17,39
12,2,7,18,29
12,2,7,19,19
12,2,7,20,9
12,2,8,5,59
12,2,8,6,49
12,2,8,7,39
12,2,8,8,29
12,2,8,9,19
12,2,8,10,9
12,2,9,0,9
12,2,5,56,53
12,2,5,57,43
12,2,5,58,33
12,2,5,59,23
12,2,6,46,53
12,2,6,47,43
12,2,6,48,33
12,2,6,49,23
12,2,6,50,13
12,2,6,51,3
12,2,7,36,53
12,2,7,37,43
12,2,7,38,33
12,2,7,39,23
12,2,7,40,13
12,2,7,41,3
12,2,8,26,53
12,2,8,27,43
12,2,8,28,33
12,2,8,29,23
12,2,8,30,13
12,2,8,31,3
12,2,9,16,53
12,2,9,17,43
12,2,9,18,33
12,2,9,19,23
12,2,9,20,13
12,2,9,21,3
12,2,10,6,53
12,2,10,7,43
12,2,10,8,33
12,2,10,9,23
12,2,10,10,13
12,2,10,11,3
12,2,11,0,13
12,2,11,1,3
12,2,9,55,51
12,2,9,56,41
12,2,9,57,31
12,2,9,58,21
12,2,9,59,11
12,2,10,45,51
12,2,10,46,41
12,2,10,47,31
12,2,10,48,21
12,2,10,49,11
12,2,10,50,1
12,2,11,35,51
12,2,11,36,41
12,2,11,37,31
12,2,11,38,21
12,2,11,39,11
12,2,11,40,1
12,2,12,25,51
12,2,12,26,41
12,2,12,27,31
12,2,12,28,21
12,2,12,29,11
12,2,12,30,1
12,2,13,15,51
12,2,13,16,41
12,2,13,17,31
12,2,13,18,21
12,2,13,19,11
12,2,13,20,1
12,2,14,5,51
12,2,14,6,41
12,2,14,7,31
12,2,14,8,21
12,2,14,9,11
12,2,14,10,1
12,2,15,0,1
12,2,13,53,59
12,2,13,54,49
12,2,13,55,39
12,2,13,56,29
12,2,13,57,19
12,2,13,58,9
12,2,13,59,0
12,2,14,43,59
12,2,14,44,49
12,2,14,45,39
12,2,14,46,29
12,2,14,47,19
12,2,14,48,9
12,2,14,49,0
12,2,15,33,59
12,2,15,34,49
12,2,15,35,39
12,2,15,36,29
12,2,15,37,19
12,2,15,38,9
12,2,15,39,0
12,2,16,23,59
12,2,16,24,49
12,2,16,25,39
12,2,16,26,29
12,2,16,27,19
12,2,16,28,9
12,2,16,29,0
12,2,17,13,59
12,2,17,14,49
12,2,17,15,39
12,2,17,16,29
12,2,17,17,19
12,2,17,18,9
12,2,17,19,0
12,2,18,3,59
12,2,18,4,49
12,2,18,5,39
12,2,18,6,29
12,2,18,7,19
12,2,18,8,9
12,2,18,9,0
12,2,19,0,0
12,2,6,56,53
12,2,6,57,43
12,2,6,58,33
12,2,6,59,23
12,2,7,46,53
12,2,7,47,43
12,2,7,48,33
12,2,7,49,23
12,2,7,50,13
12,2,7,51,3
12,2,8,36,53
12,2,8,37,43
12,2,8,38,33
12,2,8,39,23
12,2,8,40,13
12,2,8,41,3
12,2,9,26,53
12,2,9,27,43
12,2,9,28,33
12,2,9,29,23
12,2,9,30,13
12,2,9,31,3
12,2,10,16,53
12,2,10,17,43
12,2,10,18,33
12,2,10,19,23
12,2,10,20,13
12,2,10,21,3
12,2,11,6,53
12,2,11,7,43
12,2,11,8,33
12,2,11,9,23
12,2,11,10,13
12,2,11,11,3
12,2,12,0,13
12,2,12,1,3
12,2,10,55,51
12,2,10,56,41
12,2,10,57,31
12,2,10,58,21
12,2,10,59,11
12,2,11,45,51
12,2,11,46,41
12,2,11,47,31
12,2,11,48,21
12,2,11,49,11
12,2,11,50,1
12,2,12,35,51
12,2,12,36,41
12,2,12,37,31
12,2,12,38,21
12,2,12,39,11
12,2,12,40,1
12,2,13,25,51
12,2,13,26,41
12,2,13,27,31
12,2,13,28,21
12,2,13,29,11
12,2,13,30,1
12,2,14,15,51
12,2,14,16,41
12,2,14,17,31
12,2,14,18,21
12,2,14,19,11
12,2,14,20,1
12,2,15,5,51
12,2,15,6,41
12,2,15,7,31
12,2,15,8,21
12,2,15,9,11
12,2,15,10,1
12,2,16,0,1
12,2,14,53,59
12,2,14,54,49
12,2,14,55,39
12,2,14,56,29
12,2,14,57,19
12,2,14,58,9
12,2,15,43,59
12,2,15,44,49
12,2,15,45,39
12,2,15,46,29
12,2,15,47,19
12,2,15,48,9
12,2,16,33,59
12,2,16,34,49
12,2,16,35,39
12,2,16,36,29
12,2,16,37,19
12,2,16,38,9
12,2,17,23,59
12,2,17,24,49
12,2,17,25,39
12,2,17,26,29
12,2,17,27,19
12,2,17,28,9
12,2,18,13,59
12,2,18,14,49
12,2,18,15,39
12,2,18,16,29
12,2,18,17,19
12,2,18,18,9
12,2,19,3,59
12,2,19,4,49
12,2,19,5,39
12,2,19,6,29
12,2,19,7,19
12,2,19,8,9
12,2,16,54,53
12,2,16,55,43
12,2,16,56,33
12,2,16,57,23
12,2,16,58,13
12,2,16,59,3
12,2,17,44,53
12,2,17,45,43
12,2,17,46,33
12,2,17,47,23
12,2,17,48,13
12,2,17,49,3
12,2,18,34,53
12,2,18,35,43
12,2,18,36,33
12,2,18,37,23
12,2,18,38,13
12,2,18,39,3
12,2,19,24,53
12,2,19,25,43
12,2,19,26,33
12,2,19,27,23
12,2,19,28,13
12,2,19,29,3
12,2,20,14,53
12,2,20,15,43
12,2,20,16,33
12,2,20,17,23
12,2,20,18,13
12,2,20,19,3
12,2,21,4,53
12,2,21,5,43
12,2,21,6,33
12,2,21,7,23
12,2,21,8,13
12,2,21,9,3
12,2,20,53,51
12,2,20,54,41
12,2,20,55,31
12,2,20,56,21
12,2,20,57,11
12,2,20,58,1
12,2,21,43,51
12,2,21,44,41
12,2,21,45,31
12,2,21,46,21
12,2,21,47,11
12,2,21,48,1
12,2,22,33,51
12,2,22,34,41
12,2,22,35,31
12,2,22,36,21
12,2,22,37,11
12,2,22,38,1
12,2,23,23,51
12,2,23,24,41
12,2,23,25,31
12,2,23,26,21
12,2,23,27,11
12,2,23,28,1
12,2,6,56,53
12,2,6,57,43
12,2,6,58,33
12,2,6,59,23
12,2,7,46,53
12,2,7,47,43
12,2,7,48,33
12,2,7,49,23
12,2,7,50,13
12,2,7,51,3
12,2,8,36,53
12,2,8,37,43
12,2,8,38,33
12,2,8,39,23
12,2,8,40,13
12,2,8,41,3
12,2,9,26,53
12,2,9,27,43
12,2,9,28,33
12,2,9,29,23
12,2,9,30,13
12,2,9,31,3
12,2,10,16,53
12,2,10,17,43
12,2,10,18,33
12,2,10,19,23
12,2,10,20,13
12,2,10,21,3
12,2,11,6,53
12,2,11,7,43
12,2,11,8,33
12,2,11,9,23
12,2,11,10,13
12,2,11,11,3
12,2,12,0,13
12,2,12,1,3
12,2,10,55,51
12,2,10,56,41
12,2,10,57,31
12,2,10,58,21
12,2,10,59,11
12,2,11,45,51
12,2,11,46,41
12,2,11,47,31
12,2,11,48,21
12,2,11,49,11
12,2,11,50,1
12,2,12,35,51
12,2,12,36,41
12,2,12,37,31
12,2,12,38,21
12,2,12,39,11
12,2,12,40,1
12,2,13,25,51
12,2,13,26,41
12,2,13,27,31
12,2,13,28,21
12,2,13,29,11
12,2,13,30,1
12,2,14,15,51
12,2,14,16,41
12,2,14,17,31
12,2,14,18,21
12,2,14,19,11
12,2,14,20,1
12,2,15,5,51
12,2,15,6,41
12,2,15,7,31
12,2,15,8,21
12,2,15,9,11
12,2,15,10,1
12,2,16,0,1
12,2,14,53,59
12,2,14,54,49
12,2,14,55,39
12,2,14,56,29
12,2,14,57,19
12,2,14,58,9
12,2,15,43,59
12,2,15,44,49
12,2,15,45,39
12,2,15,46,29
12,2,15,47,19
12,2,15,48,9
12,2,16,33,59
12,2,16,34,49
12,2,16,35,39
12,2,16,36,29
12,2,16,37,19
12,2,16,38,9
12,2,17,23,59
12,2,17,24,49
12,2,17,25,39
12,2,17,26,29
12,2,17,27,19
12,2,17,28,9
12,2,18,13,59
12,2,18,14,49
12,2,18,15,39
12,2,18,16,29
12,2,18,17,19
12,2,18,18,9
12,2,19,3,59
12,2,19,4,49
12,2,19,5,39
12,2,19,6,29
12,2,19,7,19
12,2,19,8,9
12,2,16,54,53
12,2,16,55,43
12,2,16,56,33
12,2,16,57,23
12,2,16,58,13
12,2,16,59,3
12,2,17,44,53
12,2,17,45,43
12,2,17,46,33
12,2,17,47,23
12,2,17,48,13
12,2,17,49,3
12,2,18,34,53
12,2,18,35,43
12,2,18,36,33
12,2,18,37,23
12,2,18,38,13
12,2,18,39,3
12,2,19,24,53
12,2,19,25,43
12,2,19,26,33
12,2,19,27,23
12,2,19,28,13
12,2,19,29,3
12,2,20,14,53
12,2,20,15,43
12,2,20,16,33
12,2,20,17,23
12,2,20,18,13
12,2,20,19,3
12,2,21,4,53
12,2,21,5,43
12,2,21,6,33
12,2,21,7,23
12,2,21,8,13
12,2,21,9,3
12,2,20,53,51
12,2,20,54,41
12,2,20,55,31
12,2,20,56,21
12,2,20,57,11
12,2,20,58,1
12,2,21,43,51
12,2,21,44,41
12,2,21,45,31
12,2,21,46,21
12,2,21,47,11
12,2,21,48,1
12,2,22,33,51
12,2,22,34,41
12,2,22,35,31
12,2,22,36,21
12,2,22,37,11
12,2,22,38,1
12,2,23,23,51
12,2,23,24,41
12,2,23,25,31
12,2,23,26,21
12,2,23,27,11
12,2,23,28,1
12,3,0,8,53
12,3,0,9,43
12,3,0,10,33
12,3,0,11,23
12,3,0,12,13
12,3,0,13,3
12,3,1,0,33
12,3,1,1,23
12,3,1,2,13
12,3,1,3,3
12,3,0,47,51
12,3,0,48,41
12,3,0,49,31
12,3,0,50,21
12,3,0,51,11
12,3,0,52,1
12,3,1,37,51
12,3,1,38,41
12,3,1,39,31
12,3,1,40,21
12,3,1,41,11
12,3,1,42,1
12,3,2,27,51
12,3,2,28,41
12,3,2,29,31
12,3,2,30,21
12,3,2,31,11
12,3,2,32,1
12,3,3,17,51
12,3,3,18,41
12,3,3,19,31
12,3,3,20,21
12,3,3,21,11
12,3,3,22,1
12,3,4,7,51
12,3,4,8,41
12,3,4,9,31
12,3,4,10,21
12,3,4,11,11
12,3,4,12,1
12,3,5,0,21
12,3,5,1,11
12,3,5,2,1
12,3,3,55,59
12,3,3,56,49
12,3,3,57,39
12,3,3,58,29
12,3,3,59,19
12,3,4,45,59
12,3,4,46,49
12,3,4,47,39
12,3,4,48,29
12,3,4,49,19
12,3,4,50,9
12,3,5,35,59
12,3,5,36,49
12,3,5,37,39
12,3,5,38,29
12,3,5,39,19
12,3,5,40,9
12,3,6,25,59
12,3,6,26,49
12,3,6,27,39
12,3,6,28,29
12,3,6,29,19
12,3,6,30,9
12,3,7,15,59
12,3,7,16,49
12,3,7,17,39
12,3,7,18,29
12,3,7,19,19
12,3,7,20,9
12,3,8,5,59
12,3,8,6,49
12,3,8,7,39
12,3,8,8,29
12,3,8,9,19
12,3,8,10,9
12,3,9,0,9
12,3,5,56,53
12,3,5,57,43
12,3,5,58,33
12,3,5,59,23
12,3,6,46,53
12,3,6,47,43
12,3,6,48,33
12,3,6,49,23
12,3,6,50,13
12,3,6,51,3
12,3,7,36,53
12,3,7,37,43
12,3,7,38,33
12,3,7,39,23
12,3,7,40,13
12,3,7,41,3
12,3,8,26,53
12,3,8,27,43
12,3,8,28,33
12,3,8,29,23
12,3,8,30,13
12,3,8,31,3
12,3,9,16,53
12,3,9,17,43
12,3,9,18,33
12,3,9,19,23
12,3,9,20,13
12,3,9,21,3
12,3,10,6,53
12,3,10,7,43
12,3,10,8,33
12,3,10,9,23
12,3,10,10,13
12,3,10,11,3
12,3,11,0,13
12,3,11,1,3
12,3,9,55,51
12,3,9,56,41
12,3,9,57,31
12,3,9,58,21
12,3,9,59,11
12,3,10,45,51
12,3,10,46,41
12,3,10,47,31
12,3,10,48,21
12,3,10,49,11
12,3,10,50,1
12,3,11,35,51
12,3,11,36,41
12,3,11,37,31
12,3,11,38,21
12,3,11,39,11
12,3,11,40,1
12,3,12,25,51
12,3,12,26,41
12,3,12,27,31
12,3,12,28,21
12,3,12,29,11
12,3,12,30,1
12,3,13,15,51
12,3,13,16,41
12,3,13,17,31
12,3,13,18,21
12,3,13,19,11
12,3,13,20,1
12,3,14,5,51
12,3,14,6,41
12,3,14,7,31
12,3,14,8,21
12,3,14,9,11
12,3,14,10,1
12,3,15,0,1
12,3,13,53,59
12,3,13,54,49
12,3,13,55,39
12,3,13,56,29
12,3,13,57,19
12,3,13,58,9
12,3,13,59,0
12,3,14,43,59
12,3,14,44,49
12,3,14,45,39
12,3,14,46,29
12,3,14,47,19
12,3,14,48,9
12,3,14,49,0
12,3,15,33,59
12,3,15,34,49
12,3,15,35,39
12,3,15,36,29
12,3,15,37,19
12,3,15,38,9
12,3,15,39,0
12,3,16,23,59
12,3,16,24,49
12,3,16,25,39
12,3,16,26,29
12,3,16,27,19
12,3,16,28,9
12,3,16,29,0
12,3,17,13,59
12,3,17,14,49
12,3,17,15,39
12,3,17,16,29
12,3,17,17,19
12,3,17,18,9
12,3,17,19,0
12,3,18,3,59
12,3,18,4,49
12,3,18,5,39
12,3,18,6,29
12,3,18,7,19
12,3,18,8,9
12,3,18,9,0
12,3,19,0,0
12,3,6,56,53
12,3,6,57,43
12,3,6,58,33
12,3,6,59,23
12,3,7,46,53
12,3,7,47,43
12,3,7,48,33
12,3,7,49,23
12,3,7,50,13
12,3,7,51,3
12,3,8,36,53
12,3,8,37,43
12,3,8,38,33
12,3,8,39,23
12,3,8,40,13
12,3,8,41,3
12,3,9,26,53
12,3,9,27,43
12,3,9,28,33
12,3,9,29,23
12,3,9,30,13
12,3,9,31,3
12,3,10,16,53
12,3,10,17,43
12,3,10,18,33
12,3,10,19,23
12,3,10,20,13
12,3,10,21,3
12,3,11,6,53
12,3,11,7,43
12,3,11,8,33
12,3,11,9,23
12,3,11,10,13
12,3,11,11,3
12,3,12,0,13
12,3,12,1,3
12,3,10,55,51
12,3,10,56,41
12,3,10,57,31
12,3,10,58,21
12,3,10,59,11
12,3,11,45,51
12,3,11,46,41
12,3,11,47,31
12,3,11,48,21
12,3,11,49,11
12,3,11,50,1
12,3,12,35,51
12,3,12,36,41
12,3,12,37,31
12,3,12,38,21
12,3,12,39,11
12,3,12,40,1
12,3,13,25,51
12,3,13,26,41
12,3,13,27,31
12,3,13,28,21
12,3,13,29,11
12,3,13,30,1
12,3,14,15,51
12,3,14,16,41
12,3,14,17,31
12,3,14,18,21
12,3,14,19,11
12,3,14,20,1
12,3,15,5,51
12,3,15,6,41
12,3,15,7,31
12,3,15,8,21
12,3,15,9,11
12,3,15,10,1
12,3,16,0,1
12,3,14,53,59
12,3,14,54,49
12,3,14,55,39
12,3,14,56,29
12,3,14,57,19
12,3,14,58,9
12,3,15,43,59
12,3,15,44,49
12,3,15,45,39
12,3,15,46,29
12,3,15,47,19
12,3,15,48,9
12,3,16,33,59
12,3,16,34,49
12,3,16,35,39
12,3,16,36,29
12,3,16,37,19
12,3,16,38,9
12,3,17,23,59
12,3,17,24,49
12,3,17,25,39
12,3,17,26,29
12,3,17,27,19
12,3,17,28,9
12,3,18,13,59
12,3,18,14,49
12,3,18,15,39
12,3,18,16,29
12,3,18,17,19
12,3,18,18,9
12,3,19,3,59
12,3,19,4,49
12,3,19,5,39
12,3,19,6,29
12,3,19,7,19
12,3,19,8,9
12,3,16,54,53
12,3,16,55,43
12,3,16,56,33
12,3,16,57,23
12,3,16,58,13
12,3,16,59,3
12,3,17,44,53
12,3,17,45,43
12,3,17,46,33
12,3,17,47,23
12,3,17,48,13
12,3,17,49,3
12,3,18,34,53
12,3,18,35,43
12,3,18,36,33
12,3,18,37,23
12,3,18,38,13
12,3,18,39,3
12,3,19,24,53
12,3,19,25,43
12,3,19,26,33
12,3,19,27,23
12,3,19,28,13
12,3,19,29,3
12,3,20,14,53
12,3,20,15,43
12,3,20,16,33
12,3,20,17,23
12,3,20,18,13
12,3,20,19,3
12,3,21,4,53
12,3,21,5,43
12,3,21,6,33
12,3,21,7,23
12,3,21,8,13
12,3,21,9,3
12,3,20,53,51
12,3,20,54,41
12,3,20,55,31
12,3,20,56,21
12,3,20,57,11
12,3,20,58,1
12,3,21,43,51
12,3,21,44,41
12,3,21,45,31
12,3,21,46,21
12,3,21,47,11
12,3,21,48,1
12,3,22,33,51
12,3,22,34,41
12,3,22,35,31
12,3,22,36,21
12,3,22,37,11
12,3,22,38,1
12,3,23,23,51
12,3,23,24,41
12,3,23,25,31
12,3,23,26,21
12,3,23,27,11
12,3,23,28,1
12,3,6,56,53
12,3,6,57,43
12,3,6,58,33
12,3,6,59,23
12,3,7,46,53
12,3,7,47,43
12,3,7,48,33
12,3,7,49,23
12,3,7,50,13
12,3,7,51,3
12,3,8,36,53
12,3,8,37,43
12,3,8,38,33
12,3,8,39,23
12,3,8,40,13
12,3,8,41,3
12,3,9,26,53
12,3,9,27,43
12,3,9,28,33
12,3,9,29,23
12,3,9,30,13
12,3,9,31,3
12,3,10,16,53
12,3,10,17,43
12,3,10,18,33
12,3,10,19,23
12,3,10,20,13
12,3,10,21,3
12,3,11,6,53
12,3,11,7,43
12,3,11,8,33
12,3,11,9,23
12,3,11,10,13
12,3,11,11,3
12,3,12,0,13
12,3,12,1,3
12,3,10,55,51
12,3,10,56,41
12,3,10,57,31
12,3,10,58,21
12,3,10,59,11
12,3,11,45,51
12,3,11,46,41
12,3,11,47,31
12,3,11,48,21
12,3,11,49,11
12,3,11,50,1
12,3,12,35,51
12,3,12,36,41
12,3,12,37,31
12,3,12,38,21
12,3,12,39,11
12,3,12,40,1
12,3,13,25,51
12,3,13,26,41
12,3,13,27,31
12,3,13,28,21
12,3,13,29,11
12,3,13,30,1
12,3,14,15,51
12,3,14,16,41
12,3,14,17,31
12,3,14,18,21
12,3,14,19,11
12,3,14,20,1
12,3,15,5,51
12,3,15,6,41
12,3,15,7,31
12,3,15,8,21
12,3,15,9,11
12,3,15,10,1
12,3,16,0,1
12,3,14,53,59
12,3,14,54,49
12,3,14,55,39
12,3,14,56,29
12,3,14,57,19
12,3,14,58,9
12,3,15,43,59
12,3,15,44,49
12,3,15,45,39
12,3,15,46,29
12,3,15,47,19
12,3,15,48,9
12,3,16,33,59
12,3,16,34,49
12,3,16,35,39
12,3,16,36,29
12,3,16,37,19
12,3,16,38,9
12,3,17,23,59
12,3,17,24,49
12,3,17,25,39
12,3,17,26,29
12,3,17,27,19
12,3,17,28,9
12,3,18,13,59
12,3,18,14,49
12,3,18,15,39
12,3,18,16,29
12,3,18,17,19
12,3,18,18,9
12,3,19,3,59
12,3,19,4,49
12,3,19,5,39
12,3,19,6,29
12,3,19,7,19
12,3,19,8,9
12,3,16,54,53
12,3,16,55,43
12,3,16,56,33
12,3,16,57,23
12,3,16,58,13
12,3,16,59,3
12,3,17,44,53
12,3,17,45,43
12,3,17,46,33
12,3,17,47,23
12,3,17,48,13
12,3,17,49,3
12,3,18,34,53
12,3,18,35,43
12,3,18,36,33
12,3,18,37,23
12,3,18,38,13
12,3,18,39,3
12,3,19,24,53
12,3,19,25,43
12,3,19,26,33
12,3,19,27,23
12,3,19,28,13
12,3,19,29,3
12,3,20,14,53
12,3,20,15,43
12,3,20,16,33
12,3,20,17,23
12,3,20,18,13
12,3,20,19,3
12,3,21,4,53
12,3,21,5,43
12,3,21,6,33
12,3,21,7,23
12,3,21,8,13
12,3,21,9,3
12,3,20,53,51
12,3,20,54,41
12,3,20,55,31
12,3,20,56,21
12,3,20,57,11
12,3,20,58,1
12,3,21,43,51
12,3,21,44,41
12,3,21,45,31
12,3,21,46,21
12,3,21,47,11
12,3,21,48,1
12,3,22,33,51
12,3,22,34,41
12,3,22,35,31
12,3,22,36,21
12,3,22,37,11
12,3,22,38,1
12,3,23,23,51
12,3,23,24,41
12,3,23,25,31
12,3,23,26,21
12,3,23,27,11
12,3,23,28,1
